Region,Product_Category,Warehouse_Type,Supplier_Type,Transportation_Mode,Demand_Level_Category,Inventory_Status,Demand_Units,Forecasted_Demand_Units,Inventory_Level_Units,Reorder_Point,Lead_Time_Days,Transportation_Cost_USD,Holding_Cost_USD,Stockout_Incidents,Order_Fulfillment_Time_Days,Supplier_Reliability_Score,Demand_Forecast_Accuracy,Inventory_Turnover_Ratio,Supply_Chain_Efficiency_Index,Inventory_Risk_Score,Logistics_Performance_Index
East,Apparel,Regional,Local,Sea,High,Optimal,1937,1827.0,2155.0,1158,14.01,2575.25,2665.79,2,9.17,93.74,94.32,0.9,82.83,22.95,74.52
West,Home Goods,Regional,International,Road,Medium,Optimal,1331,1332.0,1573.0,1387,22.86,2931.94,1239.03,4,11.25,63.98,99.92,0.85,70.83,36.22,60.7
North,Industrial Supplies,Central,Distributor,Road,Medium,Stockout Risk,742,605.0,572.0,468,4.05,1029.44,1277.48,5,5.05,66.51,81.54,1.3,69.01,28.1,77.75
South,Apparel,Local,Distributor,Road,High,Stockout Risk,1635,1807.0,827.0,1461,13.9,2215.55,1149.58,2,7.16,97.25,89.48,1.98,84.03,24.77,80.32
North,Home Goods,Regional,Distributor,Sea,Medium,Overstocked,931,732.0,1770.0,827,23.06,1990.28,1995.11,0,15.88,76.76,78.63,0.53,70.83,31.61,57.2
North,Electronics,Local,Local,Road,Low,Optimal,590,522.0,639.0,552,17.07,1183.47,758.34,2,5.12,68.54,88.47,0.92,78.54,28.35,77.9
South,Apparel,Regional,International,Road,Low,Optimal,608,450.0,727.0,561,10.14,629.74,780.6,1,7.3,84.35,74.01,0.84,77.47,23.87,79.42
West,FMCG,Regional,Local,Sea,Medium,Optimal,2086,2080.0,1557.0,1829,18.9,6688.5,2649.83,0,13.25,94.5,99.71,1.34,85.27,19.02,58.17
West,Home Goods,Local,Local,Road,Medium,Optimal,2082,2003.0,2427.0,1747,17.89,4814.24,1864.9,1,10.52,84.84,96.21,0.86,82.14,22.74,64.57
South,Industrial Supplies,Local,Local,Road,Medium,Overstocked,863,717.0,972.0,717,13.13,1412.42,692.32,1,7.9,90.53,83.08,0.89,81.59,23.23,78.47
South,Electronics,Regional,Local,Sea,Medium,Optimal,1503,1536.0,1868.0,1106,17.83,4183.47,2109.52,2,10.45,79.6,97.8,0.8,79.24,25.37,64.42
North,Apparel,Regional,Distributor,Sea,High,Overstocked,2251,2040.0,2775.0,1526,23.61,6974.75,3242.23,2,10.42,68.23,90.63,0.81,73.91,34.03,55.36
North,Home Goods,Local,Local,Road,High,Optimal,1182,1129.0,1273.0,852,2.29,2156.3,999.57,1,2.46,86.92,95.52,0.93,90.48,7.42,86.75
East,Home Goods,Central,International,Air,High,Optimal,1945,2147.0,1905.0,1237,10.93,4115.36,1513.26,1,7.37,88.6,89.61,1.02,83.92,18.42,73.42
South,Apparel,Regional,International,Sea,Low,Stockout Risk,877,927.0,990.0,853,21.11,1199.81,850.32,1,16.12,82.32,94.3,0.89,75.24,26.72,60.0
North,Industrial Supplies,Local,Distributor,Road,High,Optimal,1898,2180.0,2194.0,2056,16.37,2885.97,3254.0,1,6.31,78.89,85.14,0.87,80.99,25.65,75.14
North,Electronics,Local,Distributor,Sea,Low,Stockout Risk,1333,1545.0,1074.0,1252,9.24,2343.0,766.45,2,6.04,71.94,84.1,1.24,76.94,22.27,74.71
West,Home Goods,Regional,Local,Sea,Low,Overstocked,1144,994.0,1529.0,884,15.86,1600.19,1985.69,1,10.69,68.45,86.89,0.75,74.61,24.44,65.88
West,Industrial Supplies,Regional,International,Road,Medium,Overstocked,617,641.0,750.0,672,20.23,1408.4,776.88,0,7.3,71.1,96.11,0.82,84.11,21.79,73.85
West,Home Goods,Central,Local,Road,Medium,Stockout Risk,739,554.0,586.0,551,13.42,786.63,1288.53,2,4.52,78.62,74.97,1.26,76.93,30.1,82.94
West,Electronics,Regional,Local,Air,Low,Optimal,691,590.0,675.0,489,1.9,1353.47,1209.34,0,1.0,94.55,85.38,1.02,92.52,7.75,93.6
East,Apparel,Central,International,Road,High,Optimal,2012,2237.0,1611.0,1479,20.5,4518.01,1140.86,5,8.91,63.67,88.82,1.25,66.98,41.64,62.04
North,Apparel,Regional,Local,Sea,Medium,Overstocked,1691,1335.0,2515.0,1210,21.11,2908.18,2164.0,2,9.31,99.0,78.95,0.67,78.63,36.2,75.13
South,FMCG,Local,International,Road,High,Stockout Risk,1546,1207.0,1052.0,790,12.44,2501.81,1617.94,4,6.75,72.79,78.07,1.47,69.88,34.54,73.22
North,Electronics,Central,Local,Sea,Medium,Optimal,745,694.0,635.0,808,20.99,1978.53,1193.27,0,9.78,97.69,93.15,1.17,87.24,23.73,75.7
West,Home Goods,Local,Distributor,Road,High,Overstocked,1983,2249.0,3435.0,1741,7.02,3640.49,3375.06,0,1.67,71.42,86.59,0.58,86.49,12.39,80.64
West,Home Goods,Local,International,Road,High,Overstocked,1325,1141.0,2051.0,897,8.14,2939.68,3050.34,1,3.3,79.2,86.11,0.65,84.42,17.03,81.15
West,Industrial Supplies,Regional,Distributor,Sea,Low,Stockout Risk,707,765.0,389.0,693,21.4,1271.95,247.04,1,16.57,89.68,91.8,1.82,75.76,28.01,61.16
East,FMCG,Regional,Local,Road,Medium,Stockout Risk,399,370.0,223.0,226,2.76,489.68,141.43,3,3.36,77.87,92.73,1.79,81.9,15.67,85.64
North,Apparel,Regional,Distributor,Road,Medium,Optimal,935,964.0,995.0,737,2.49,1527.16,1155.51,1,3.06,84.25,96.9,0.94,89.7,7.06,86.03
North,FMCG,Regional,International,Road,High,Overstocked,3246,3036.0,4364.0,1740,13.81,6504.24,8487.52,0,6.4,62.69,93.53,0.74,82.01,16.4,62.7
East,Electronics,Central,International,Road,Low,Stockout Risk,570,476.0,542.0,368,14.22,882.34,453.93,2,7.22,85.01,83.51,1.05,78.82,27.48,79.26
West,Apparel,Local,International,Road,Medium,Optimal,1380,1167.0,1967.0,977,24.77,1320.31,2542.97,3,12.73,86.51,84.57,0.7,71.83,40.94,67.79
East,FMCG,Central,Local,Road,Medium,Overstocked,2007,1975.0,2467.0,1676,15.67,4140.98,2328.71,0,10.68,83.22,98.41,0.81,84.57,16.31,65.14
North,FMCG,Central,Local,Road,High,Overstocked,2164,2352.0,4034.0,1973,17.76,3309.27,6136.52,0,6.84,95.42,91.31,0.54,88.97,21.24,78.18
East,FMCG,Regional,Distributor,Sea,Low,Optimal,898,825.0,1152.0,613,10.55,2645.39,2045.2,3,6.81,94.78,91.87,0.78,82.37,23.8,79.4
East,FMCG,Regional,International,Road,Medium,Overstocked,1784,1623.0,2744.0,1380,19.56,1985.83,3883.71,1,12.26,67.05,90.98,0.65,74.12,26.5,61.53
West,Industrial Supplies,Local,International,Sea,Low,Stockout Risk,908,784.0,936.0,816,25.41,2532.77,690.09,1,16.26,91.74,86.34,0.97,74.67,34.21,59.82
North,FMCG,Central,Local,Road,Low,Overstocked,707,619.0,855.0,669,14.78,828.0,1475.27,2,6.91,82.34,87.55,0.83,79.87,26.43,79.19
South,FMCG,Local,International,Road,Medium,Optimal,1942,1934.0,2000.0,1721,9.0,4499.71,2897.96,2,5.34,80.18,99.59,0.97,85.12,15.83,74.17
North,FMCG,Regional,Local,Sea,Low,Optimal,1494,1304.0,2172.0,1174,7.49,4549.33,2406.44,1,5.13,94.38,87.28,0.69,86.79,15.91,78.75
South,Home Goods,Central,Local,Air,Low,Overstocked,636,505.0,713.0,405,5.11,1494.68,622.09,0,1.28,86.2,79.4,0.89,88.06,13.35,90.24
North,FMCG,Regional,Distributor,Sea,Medium,Optimal,1342,1524.0,1839.0,823,8.42,4043.01,1922.58,1,9.55,95.45,86.44,0.73,82.34,17.18,71.27
North,Electronics,Central,Local,Road,High,Optimal,1227,1213.0,1614.0,1105,6.06,2688.66,1862.54,0,5.12,79.41,98.86,0.76,89.33,6.52,78.08
West,Industrial Supplies,Regional,International,Road,Medium,Overstocked,260,251.0,430.0,364,14.64,360.05,809.5,0,9.17,66.97,96.54,0.6,81.36,16.02,71.01
East,Home Goods,Local,Distributor,Road,Medium,Optimal,1398,1573.0,1302.0,1167,2.84,2792.56,746.58,2,1.0,73.76,87.48,1.07,83.61,14.51,84.42
North,Apparel,Local,International,Sea,Low,Overstocked,1549,1886.0,1648.0,1743,16.57,5150.81,972.16,0,7.58,68.04,78.24,0.94,76.81,25.27,64.72
North,Apparel,Local,International,Sea,Low,Optimal,611,709.0,758.0,756,21.72,1732.53,829.53,1,16.1,61.58,83.96,0.81,66.46,31.47,52.73
South,FMCG,Regional,International,Road,Medium,Stockout Risk,2338,2519.0,2622.0,2074,13.24,5297.63,1772.36,4,9.46,92.81,92.26,0.89,77.14,29.67,68.09
East,Home Goods,Regional,Local,Sea,Medium,Stockout Risk,1783,1581.0,1027.0,1069,15.47,2256.58,1708.8,6,12.46,79.34,88.67,1.74,65.08,40.0,64.27
North,Electronics,Local,Local,Road,Medium,Stockout Risk,1591,1715.0,761.0,1370,6.35,2750.7,905.53,2,2.21,78.27,92.21,2.09,85.19,16.13,83.44
West,Industrial Supplies,Local,Local,Sea,Medium,Optimal,824,894.0,974.0,982,18.73,1038.38,1282.25,2,8.82,72.37,91.5,0.85,76.85,28.79,71.95
South,Apparel,Local,Distributor,Air,Low,Optimal,652,653.0,838.0,591,12.08,2480.14,856.81,3,5.55,75.77,99.85,0.78,81.67,22.14,76.56
North,FMCG,Local,Distributor,Sea,High,Optimal,3107,3182.0,2621.0,2496,7.89,7276.4,3491.51,0,5.55,97.92,97.59,1.19,93.09,8.86,73.39
East,Apparel,Local,Distributor,Road,Low,Optimal,1293,997.0,1223.0,622,3.87,2349.68,825.84,0,3.07,79.85,77.11,1.06,83.88,13.03,83.01
North,FMCG,Regional,Local,Road,Low,Overstocked,1107,1227.0,1612.0,837,12.51,1267.22,1785.55,1,4.58,76.71,89.16,0.69,83.58,20.18,81.26
North,Industrial Supplies,Central,Local,Road,Low,Stockout Risk,674,633.0,248.0,683,17.12,671.43,432.38,4,10.04,84.6,93.92,2.72,75.09,32.89,73.93
East,Home Goods,Central,Local,Road,Low,Optimal,576,503.0,431.0,461,8.64,733.04,823.3,0,4.76,92.08,87.33,1.34,88.83,13.71,86.6
South,Industrial Supplies,Local,International,Sea,Medium,Optimal,417,438.0,420.0,601,17.09,515.86,562.41,2,11.52,70.38,94.96,0.99,74.87,25.77,67.02
South,Apparel,Local,Distributor,Sea,High,Overstocked,1792,1809.0,2983.0,1720,17.54,4499.02,1743.07,0,10.97,75.33,99.05,0.6,82.53,17.92,61.46
South,Industrial Supplies,Central,Local,Air,Medium,Stockout Risk,751,564.0,778.0,391,11.27,2798.62,686.56,4,6.53,88.04,75.1,0.97,72.88,34.56,77.63
East,Home Goods,Regional,Local,Road,High,Stockout Risk,572,510.0,442.0,572,13.1,567.13,368.05,3,4.63,94.64,89.16,1.29,83.57,27.44,87.97
North,Electronics,Local,Local,Road,Low,Overstocked,602,637.0,852.0,433,8.33,1174.74,678.55,0,2.9,83.85,94.19,0.71,91.03,10.66,86.95
North,Home Goods,Central,Distributor,Sea,Medium,Stockout Risk,1311,1322.0,902.0,1105,14.07,4140.93,1393.94,4,8.6,85.07,99.16,1.45,78.48,27.74,69.85
West,Home Goods,Regional,Local,Road,Medium,Stockout Risk,988,803.0,1218.0,778,10.82,813.51,1914.38,7,5.77,94.3,81.28,0.81,70.7,41.64,85.09
West,Apparel,Local,International,Road,Medium,Stockout Risk,1667,1838.0,983.0,1627,17.6,2003.29,1091.85,2,9.04,66.46,89.74,1.7,74.54,28.37,67.76
West,FMCG,Local,Local,Sea,Medium,Overstocked,1480,1295.0,1791.0,1331,21.12,3069.88,2480.04,1,10.77,86.88,87.5,0.83,79.35,29.45,68.25
South,Electronics,Regional,Distributor,Road,Medium,Stockout Risk,1231,1157.0,1112.0,1014,15.35,1162.61,1353.96,3,9.23,86.73,93.99,1.11,78.68,27.75,75.18
South,Home Goods,Regional,Local,Air,High,Optimal,982,1050.0,902.0,835,6.84,2358.22,878.53,1,4.46,72.26,93.08,1.09,83.96,12.94,77.94
South,Home Goods,Regional,Local,Air,Low,Overstocked,837,785.0,1002.0,481,3.41,2783.22,933.41,1,2.5,88.1,93.79,0.84,90.13,9.23,85.74
West,Home Goods,Central,International,Road,Medium,Optimal,1046,1094.0,1428.0,824,10.51,2504.24,1116.99,4,5.63,67.91,95.41,0.73,75.85,25.68,73.99
West,FMCG,Regional,Local,Road,Low,Overstocked,1276,1205.0,2007.0,899,6.41,1710.44,3422.09,0,3.83,75.95,94.44,0.64,88.21,8.64,81.63
South,FMCG,Regional,Local,Road,High,Optimal,1249,861.0,1657.0,862,16.5,1284.01,2771.21,0,11.11,92.18,68.94,0.75,76.06,28.93,72.81
North,Home Goods,Regional,Local,Road,Medium,Overstocked,895,760.0,1156.0,510,8.75,1762.08,1796.53,1,4.34,75.6,84.92,0.77,82.06,18.12,80.4
East,FMCG,Regional,Local,Road,Low,Overstocked,710,877.0,1408.0,656,3.07,1098.68,1892.17,0,2.35,69.56,76.48,0.5,81.81,12.48,83.92
West,Home Goods,Local,Local,Sea,Low,Optimal,858,904.0,1244.0,692,16.03,1889.0,889.52,0,11.24,93.16,94.64,0.69,85.17,18.17,71.6
West,Electronics,Regional,Local,Road,Low,Optimal,723,728.0,828.0,553,11.32,1683.66,724.06,2,6.84,70.96,99.31,0.87,81.21,18.26,74.16
West,FMCG,Local,Local,Road,High,Stockout Risk,2224,2486.0,882.0,1971,11.28,2936.42,839.64,1,5.62,77.56,88.22,2.52,82.42,19.33,76.02
North,FMCG,Local,International,Air,Medium,Overstocked,1463,1438.0,2298.0,1066,16.48,7009.51,3914.56,1,7.28,65.96,98.29,0.64,81.39,20.5,60.89
West,Home Goods,Local,International,Sea,Medium,Overstocked,1254,1246.0,1785.0,1086,18.48,4163.32,1099.27,1,10.1,75.73,99.36,0.7,81.39,22.07,64.0
East,FMCG,Local,Distributor,Road,Medium,Overstocked,2731,3010.0,4724.0,2643,15.3,5626.93,8009.92,0,5.84,91.67,89.78,0.58,88.5,19.39,74.31
West,FMCG,Regional,International,Sea,Medium,Optimal,606,458.0,582.0,603,25.03,1606.38,562.93,5,12.83,90.0,75.58,1.04,65.01,51.47,68.05
West,Electronics,Regional,Distributor,Road,Medium,Overstocked,1637,1726.0,2543.0,1496,5.52,1339.74,1728.58,0,5.68,73.31,94.56,0.64,85.74,7.69,77.89
South,Apparel,Central,International,Sea,Medium,Stockout Risk,1784,1512.0,938.0,1042,25.32,3134.16,2105.68,6,12.54,66.77,84.75,1.9,60.48,51.42,58.54
East,Industrial Supplies,Local,Local,Road,Medium,Overstocked,753,718.0,1336.0,791,17.02,656.29,860.2,1,5.27,82.81,95.35,0.56,86.58,22.21,82.96
North,Home Goods,Central,Distributor,Sea,Medium,Optimal,680,537.0,571.0,584,18.17,1018.06,1075.61,0,13.09,78.72,78.97,1.19,74.23,26.58,65.35
North,FMCG,Local,International,Sea,Low,Overstocked,1302,1437.0,1949.0,1173,23.75,4130.22,1877.16,0,11.91,93.16,89.63,0.67,82.75,27.9,65.68
West,Apparel,Local,International,Road,Low,Optimal,604,576.0,602.0,583,12.52,818.95,668.66,2,6.46,82.4,95.36,1.0,83.07,21.04,80.13
North,Apparel,Central,Local,Sea,Low,Overstocked,766,823.0,1191.0,709,17.15,1341.44,1427.58,0,10.29,83.85,92.56,0.64,83.07,20.13,71.83
West,Industrial Supplies,Local,Local,Road,Medium,Stockout Risk,1150,1180.0,728.0,759,5.59,1046.32,1042.78,2,3.49,74.27,97.39,1.58,84.72,13.3,83.16
West,FMCG,Regional,Local,Air,High,Stockout Risk,2206,2222.0,2440.0,1722,10.2,9694.55,3011.95,2,2.84,75.66,99.27,0.9,86.38,17.16,67.19
West,FMCG,Local,International,Sea,Medium,Optimal,1349,1476.0,1513.0,929,14.07,4363.78,2658.42,0,8.3,66.05,90.59,0.89,79.92,17.84,64.29
East,Industrial Supplies,Regional,International,Road,Low,Stockout Risk,351,327.0,202.0,422,15.56,304.57,235.91,5,7.53,63.9,93.16,1.74,69.94,34.96,73.49
East,Home Goods,Regional,Distributor,Sea,Medium,Overstocked,950,926.0,1203.0,911,15.63,2286.84,1983.04,1,8.7,92.79,97.47,0.79,86.39,19.97,75.76
West,FMCG,Regional,Distributor,Road,Low,Optimal,1496,1879.0,1670.0,1354,4.57,1559.8,2370.78,2,3.75,72.23,74.4,0.9,75.9,21.48,80.98
South,Apparel,Regional,Local,Sea,Medium,Optimal,1335,1472.0,1921.0,849,10.9,1850.37,1666.05,0,10.33,73.92,89.74,0.69,79.56,15.0,67.73
South,Electronics,Regional,Distributor,Air,Medium,Stockout Risk,1405,1755.0,1686.0,1105,13.15,3308.47,2776.68,3,6.43,88.57,75.09,0.83,75.33,33.11,76.94
South,Home Goods,Local,Distributor,Road,High,Stockout Risk,1932,1492.0,2095.0,1046,3.94,1656.72,2878.59,5,2.0,71.07,77.23,0.92,71.69,29.72,83.93
East,Electronics,Central,Local,Road,High,Stockout Risk,2393,2357.0,1249.0,1517,4.55,2653.24,1355.2,4,4.66,70.45,98.5,1.92,78.54,18.49,76.39
South,FMCG,Regional,Distributor,Air,High,Optimal,1387,1635.0,1391.0,1277,6.16,5543.26,958.62,3,3.13,69.46,82.12,1.0,76.31,23.31,73.24
East,Apparel,Central,Local,Sea,Medium,Overstocked,1530,1436.0,2568.0,1334,19.2,3577.84,3495.71,0,9.91,69.26,93.86,0.6,80.26,21.66,63.64
South,FMCG,Central,International,Road,Low,Optimal,417,400.0,362.0,346,7.17,788.75,817.41,1,3.37,66.05,95.92,1.15,84.49,12.13,81.46
West,Home Goods,Regional,Distributor,Air,Low,Overstocked,484,406.0,875.0,430,5.56,1925.43,1461.32,0,3.62,85.01,83.88,0.55,86.99,12.01,84.33
West,Apparel,Central,Local,Road,Medium,Optimal,802,812.0,678.0,679,14.86,745.42,1470.97,1,8.72,68.23,98.75,1.18,80.68,18.69,71.5
East,Industrial Supplies,Local,Distributor,Air,Medium,Optimal,1290,1096.0,1348.0,770,12.58,6518.31,2059.96,1,4.14,95.83,84.96,0.96,87.33,21.93,77.14
West,Apparel,Regional,Local,Road,Low,Optimal,731,931.0,757.0,558,6.39,757.89,490.66,3,2.21,84.77,72.64,0.97,77.74,27.33,89.46
West,Industrial Supplies,Regional,International,Sea,Medium,Optimal,993,1019.0,800.0,788,13.43,2481.3,1424.63,0,12.02,66.93,97.38,1.24,78.8,14.48,60.96
North,Industrial Supplies,Regional,Distributor,Air,Medium,Stockout Risk,1525,1495.0,1332.0,1340,6.85,6892.62,1970.45,3,4.32,78.39,98.03,1.14,82.92,17.64,70.78
South,FMCG,Regional,International,Sea,High,Optimal,2843,3394.0,3796.0,2169,21.99,4198.94,3205.17,1,9.33,91.09,80.62,0.75,79.44,33.08,70.08
South,Industrial Supplies,Local,Distributor,Road,High,Stockout Risk,1652,1681.0,1992.0,1109,9.15,2094.25,3087.97,1,5.56,88.85,98.24,0.83,88.81,13.19,81.25
West,FMCG,Central,Distributor,Road,Medium,Optimal,821,796.0,901.0,848,17.0,1648.02,1812.44,0,9.4,90.78,96.95,0.91,87.23,18.22,75.06
West,Industrial Supplies,Local,International,Road,Medium,Optimal,1271,1325.0,1133.0,1375,15.98,1493.09,1962.28,2,7.34,76.83,95.75,1.12,80.94,24.35,75.32
South,FMCG,Regional,International,Sea,Medium,Stockout Risk,1298,1202.0,1033.0,862,16.12,1740.05,1886.18,5,8.3,75.27,92.6,1.26,71.82,35.75,72.42
East,Home Goods,Central,International,Road,Medium,Optimal,492,410.0,479.0,312,7.11,1154.86,754.91,0,3.72,68.44,83.33,1.03,82.56,13.78,80.73
South,Electronics,Regional,International,Sea,Medium,Optimal,2011,2016.0,1939.0,1750,20.41,2400.02,2068.53,1,16.23,89.07,99.75,1.04,78.73,23.84,59.35
West,Apparel,Regional,International,Road,Medium,Overstocked,1342,1081.0,2188.0,960,13.36,3101.61,3886.5,1,5.9,72.35,80.55,0.61,78.16,24.47,73.56
North,FMCG,Regional,Distributor,Air,Medium,Overstocked,1745,1801.0,2401.0,998,1.07,7138.68,2792.37,2,1.0,91.64,96.79,0.73,91.34,9.02,80.89
East,Apparel,Central,Distributor,Sea,High,Optimal,1913,2084.0,2865.0,1957,21.94,4307.61,5853.54,1,10.99,76.9,91.06,0.67,77.88,28.85,62.28
North,Industrial Supplies,Regional,Distributor,Sea,Medium,Overstocked,1695,1491.0,2978.0,1300,19.51,5214.7,1787.0,0,16.26,71.71,87.96,0.57,72.45,24.32,48.33
North,Industrial Supplies,Central,Distributor,Air,High,Optimal,1214,1034.0,1687.0,883,9.4,5085.12,2330.96,0,2.82,68.71,85.17,0.72,84.17,15.33,74.57
West,FMCG,Regional,Distributor,Road,Medium,Optimal,1429,1393.0,2088.0,1023,14.41,2932.77,2653.96,2,9.72,71.0,97.48,0.68,77.7,22.08,65.86
West,Industrial Supplies,Regional,Distributor,Road,Low,Optimal,1142,1011.0,912.0,845,6.74,1897.69,1781.47,2,5.09,95.17,88.53,1.25,85.24,18.0,84.49
South,Apparel,Central,Local,Sea,High,Overstocked,1412,1513.0,2588.0,1305,19.75,1825.28,4459.0,2,7.24,90.05,92.85,0.55,83.33,29.28,78.8
West,FMCG,Regional,International,Road,Medium,Optimal,2426,2491.0,3400.0,1964,15.02,5147.64,3638.13,1,6.09,75.77,97.32,0.71,84.69,19.43,70.02
West,Apparel,Local,Local,Sea,High,Optimal,1582,1464.0,1449.0,864,13.85,2790.36,2499.52,1,7.95,74.79,92.54,1.09,80.91,20.17,70.83
West,Home Goods,Regional,Local,Road,Medium,Stockout Risk,1000,1001.0,352.0,678,14.46,1040.96,557.25,1,6.31,68.12,99.9,2.84,83.46,17.83,75.69
West,Apparel,Regional,International,Road,High,Stockout Risk,2758,2841.0,1976.0,2733,18.77,2666.16,2724.26,3,10.02,90.85,96.99,1.4,79.97,29.97,71.76
West,FMCG,Local,International,Road,Medium,Overstocked,2242,2175.0,2619.0,1332,14.38,2174.04,2600.47,0,8.28,88.8,97.01,0.86,87.87,15.58,75.63
East,Apparel,Regional,Local,Sea,High,Optimal,1880,2075.0,2705.0,1629,10.91,3764.98,3390.58,2,8.07,76.1,89.63,0.7,77.88,21.73,68.99
North,Home Goods,Central,International,Road,Low,Optimal,1040,973.0,844.0,1063,19.22,2107.04,1296.49,1,12.2,65.64,93.56,1.23,74.73,25.13,60.98
West,Electronics,Local,Local,Road,High,Optimal,1839,1876.0,2582.0,1471,13.13,2722.76,3445.49,1,6.95,90.83,97.99,0.71,87.83,17.27,77.78
West,FMCG,Regional,Distributor,Road,High,Optimal,3248,3445.0,4305.0,2523,15.11,7172.11,3235.74,0,5.55,84.62,93.93,0.75,88.48,17.54,69.62
West,Electronics,Central,Local,Sea,Low,Optimal,830,737.0,1226.0,725,13.36,1150.06,2752.4,1,8.02,91.69,88.8,0.68,83.76,21.18,79.11
East,FMCG,Regional,Local,Road,High,Optimal,2106,2344.0,2857.0,1842,2.71,4958.58,3621.45,1,2.59,76.06,88.7,0.74,85.25,10.56,77.5
West,FMCG,Central,Local,Road,Medium,Optimal,1456,1495.0,1175.0,1504,14.97,2611.36,882.14,3,9.94,98.43,97.32,1.24,82.06,26.04,74.31
East,FMCG,Local,International,Road,Low,Optimal,1207,1066.0,1551.0,780,15.41,2643.88,947.34,3,7.98,70.19,88.32,0.78,73.81,30.08,69.69
West,Electronics,Local,International,Sea,Medium,Optimal,906,1008.0,908.0,953,19.19,1289.24,1381.79,1,12.82,74.71,88.74,1.0,74.69,27.03,64.14
South,Home Goods,Central,Distributor,Air,Medium,Stockout Risk,1371,1289.0,1253.0,1254,11.3,5198.25,1251.06,5,6.69,69.27,94.02,1.09,72.42,30.36,66.77
North,Home Goods,Central,Distributor,Road,Low,Optimal,1029,973.0,980.0,780,8.66,2162.58,1199.71,0,5.82,83.3,94.56,1.05,88.1,10.84,78.93
North,Electronics,Local,Distributor,Road,Low,Optimal,367,348.0,351.0,232,2.63,807.72,450.82,1,1.12,92.93,94.82,1.05,93.08,8.03,93.99
West,Electronics,Central,Local,Sea,Medium,Overstocked,519,623.0,786.0,656,11.74,1220.45,1041.14,1,8.57,82.91,79.96,0.66,77.92,23.09,75.24
South,Electronics,Regional,Distributor,Road,High,Optimal,1770,2036.0,1722.0,1533,9.72,1934.47,2749.14,1,6.61,72.14,84.97,1.03,78.94,19.06,74.47
East,Apparel,Regional,Distributor,Sea,High,Optimal,1263,1435.0,1805.0,1118,20.37,1722.13,2582.51,1,11.08,67.16,86.38,0.7,73.72,29.15,64.47
South,Apparel,Regional,Local,Road,High,Optimal,1871,1829.0,2485.0,1218,5.52,4443.79,4456.68,1,3.38,83.85,97.76,0.75,89.58,9.75,79.31
West,FMCG,Regional,Distributor,Sea,Medium,Optimal,1160,1334.0,1622.0,1038,21.21,1946.01,1271.97,2,13.07,88.92,85.0,0.72,74.47,33.88,66.56
South,FMCG,Local,Distributor,Sea,Medium,Optimal,1648,1488.0,1286.0,1088,11.04,5492.85,1430.42,4,8.23,85.53,90.29,1.28,75.87,28.26,67.97
North,Electronics,Local,Local,Sea,High,Overstocked,2241,2168.0,3092.0,1989,11.73,5048.01,3708.31,2,8.54,83.85,96.74,0.72,81.84,19.7,67.75
East,Apparel,Regional,Distributor,Road,Low,Overstocked,691,756.0,802.0,714,10.76,1278.52,818.92,2,6.56,68.45,90.59,0.86,77.81,21.19,74.8
South,Industrial Supplies,Central,Local,Sea,Low,Overstocked,322,349.0,608.0,455,16.35,982.43,756.04,1,7.89,72.38,91.61,0.53,80.05,23.04,73.92
East,Apparel,Central,International,Road,Medium,Optimal,1241,1347.0,1427.0,1002,18.87,1248.62,1566.25,1,7.16,74.06,91.46,0.87,81.14,25.62,75.34
East,FMCG,Regional,International,Road,High,Optimal,3790,4096.0,4935.0,3233,26.12,8374.76,3260.13,1,12.81,81.5,91.93,0.77,77.52,32.68,51.7
West,Home Goods,Central,Distributor,Sea,High,Optimal,1641,1768.0,1454.0,1138,14.65,2112.59,1905.68,1,10.21,81.46,92.26,1.13,80.22,21.08,69.7
North,FMCG,Local,Distributor,Road,High,Overstocked,1887,2139.0,2041.0,1462,7.92,4407.51,2939.88,0,3.34,83.89,86.65,0.92,87.96,13.26,79.47
South,Home Goods,Regional,Distributor,Road,Low,Optimal,1247,1082.0,1748.0,1010,14.99,2274.37,1534.91,2,8.64,80.9,86.77,0.71,77.51,26.95,72.34
South,FMCG,Regional,Distributor,Air,Medium,Stockout Risk,2410,2613.0,2339.0,2306,8.53,7477.93,4144.83,4,5.77,90.3,91.58,1.03,79.97,25.23,70.26
East,FMCG,Local,International,Road,Medium,Optimal,2835,2237.0,2211.0,1142,7.23,3537.66,3222.0,0,3.43,81.24,78.91,1.28,84.5,15.67,80.28
North,Electronics,Local,Distributor,Air,Medium,Overstocked,1821,1735.0,2857.0,1561,7.64,4134.05,1809.87,0,1.54,81.12,95.28,0.64,92.09,9.53,82.8
West,Home Goods,Central,International,Road,Low,Overstocked,955,1013.0,1660.0,969,21.47,1023.06,1653.85,0,9.84,78.47,93.93,0.58,82.65,23.9,71.77
West,Industrial Supplies,Regional,International,Road,Medium,Optimal,798,843.0,1045.0,879,15.16,1341.73,1320.08,3,5.12,88.23,94.36,0.76,83.3,27.42,83.48
North,Industrial Supplies,Regional,Local,Sea,Medium,Optimal,939,702.0,781.0,690,13.25,2070.35,667.46,4,10.06,92.68,74.76,1.2,70.39,36.68,73.45
South,Electronics,Regional,Local,Road,High,Overstocked,1132,1126.0,1434.0,779,12.4,1255.27,1878.93,0,8.98,84.32,99.47,0.79,86.91,12.61,74.77
